window,merchant_id,model,n_train_months,min_train_months,status,detail
2024,M024,SARIMA,48,36,success,
2024,M024,Driver Scenario Regression,48,36,success,
2024,M025,Naive,48,1,success,
2024,M025,Seasonal Naive,48,12,success,
2024,M025,SMA(3),48,3,success,
2024,M025,"WMA(1,2,3)",48,3,success,
2024,M025,SES,48,2,success,
2024,M025,Holt,48,3,success,
2024,M025,Holt-Winters,48,24,success,
2024,M025,SARIMA,48,36,success,
2024,M025,Driver Scenario Regression,48,36,success,
2024,M026,Naive,48,1,success,
2024,M026,Seasonal Naive,48,12,success,
2024,M026,SMA(3),48,3,success,
2024,M026,"WMA(1,2,3)",48,3,success,
2024,M026,SES,48,2,success,
2024,M026,Holt,48,3,success,
2024,M026,Holt-Winters,48,24,success,
2024,M026,SARIMA,48,36,success,
2024,M026,Driver Scenario Regression,48,36,success,
2024,M027,Naive,48,1,success,
2024,M027,Seasonal Naive,48,12,success,
2024,M027,SMA(3),48,3,success,
2024,M027,"WMA(1,2,3)",48,3,success,
2024,M027,SES,48,2,success,
2024,M027,Holt,48,3,success,
2024,M027,Holt-Winters,48,24,success,
2024,M027,SARIMA,48,36,success,
2024,M027,Driver Scenario Regression,48,36,success,
2024,M028,Naive,48,1,success,
2024,M028,Seasonal Naive,48,12,success,
2024,M028,SMA(3),48,3,success,
2024,M028,"WMA(1,2,3)",48,3,success,
2024,M028,SES,48,2,success,
2024,M028,Holt,48,3,success,
2024,M028,Holt-Winters,48,24,success,
2024,M028,SARIMA,48,36,success,
2024,M028,Driver Scenario Regression,48,36,success,
2024,M029,Naive,48,1,success,
2024,M029,Seasonal Naive,48,12,success,
2024,M029,SMA(3),48,3,success,
2024,M029,"WMA(1,2,3)",48,3,success,
2024,M029,SES,48,2,success,
2024,M029,Holt,48,3,success,
2024,M029,Holt-Winters,48,24,success,
2024,M029,SARIMA,48,36,success,
2024,M029,Driver Scenario Regression,48,36,success,
2024,M030,Naive,48,1,success,
2024,M030,Seasonal Naive,48,12,success,
2024,M030,SMA(3),48,3,success,
2024,M030,"WMA(1,2,3)",48,3,success,
2024,M030,SES,48,2,success,
2024,M030,Holt,48,3,success,
2024,M030,Holt-Winters,48,24,success,
2024,M030,SARIMA,48,36,success,
2024,M030,Driver Scenario Regression,48,36,success,
2024,M031,Naive,48,1,success,
2024,M031,Seasonal Naive,48,12,success,
2024,M031,SMA(3),48,3,success,
2024,M031,"WMA(1,2,3)",48,3,success,
2024,M031,SES,48,2,success,
2024,M031,Holt,48,3,success,
2024,M031,Holt-Winters,48,24,success,
2024,M031,SARIMA,48,36,success,
2024,M031,Driver Scenario Regression,48,36,success,
2024,M032,Naive,48,1,success,
2024,M032,Seasonal Naive,48,12,success,
2024,M032,SMA(3),48,3,success,
2024,M032,"WMA(1,2,3)",48,3,success,
2024,M032,SES,48,2,success,
2024,M032,Holt,48,3,success,
2024,M032,Holt-Winters,48,24,success,
2024,M032,SARIMA,48,36,success,
2024,M032,Driver Scenario Regression,48,36,success,
2024,M033,Naive,48,1,success,
2024,M033,Seasonal Naive,48,12,success,
2024,M033,SMA(3),48,3,success,
2024,M033,"WMA(1,2,3)",48,3,success,
2024,M033,SES,48,2,success,
2024,M033,Holt,48,3,success,
2024,M033,Holt-Winters,48,24,success,
2024,M033,SARIMA,48,36,success,
2024,M033,Driver Scenario Regression,48,36,success,
2024,M034,Naive,48,1,success,
2024,M034,Seasonal Naive,48,12,success,
2024,M034,SMA(3),48,3,success,
2024,M034,"WMA(1,2,3)",48,3,success,
2024,M034,SES,48,2,success,
2024,M034,Holt,48,3,success,
2024,M034,Holt-Winters,48,24,success,
2024,M034,SARIMA,48,36,success,
2024,M034,Driver Scenario Regression,48,36,success,
2024,M035,Naive,48,1,success,
2024,M035,Seasonal Naive,48,12,success,
2024,M035,SMA(3),48,3,success,
2024,M035,"WMA(1,2,3)",48,3,success,
2024,M035,SES,48,2,success,
2024,M035,Holt,48,3,success,
2024,M035,Holt-Winters,48,24,success,
2024,M035,SARIMA,48,36,success,
2024,M035,Driver Scenario Regression,48,36,success,
2024,M036,Naive,48,1,success,
2024,M036,Seasonal Naive,48,12,success,
2024,M036,SMA(3),48,3,success,
2024,M036,"WMA(1,2,3)",48,3,success,
2024,M036,SES,48,2,success,
2024,M036,Holt,48,3,success,
2024,M036,Holt-Winters,48,24,success,
2024,M036,SARIMA,48,36,success,
2024,M036,Driver Scenario Regression,48,36,success,
2024,M037,Naive,48,1,success,
2024,M037,Seasonal Naive,48,12,success,
2024,M037,SMA(3),48,3,success,
2024,M037,"WMA(1,2,3)",48,3,success,
2024,M037,SES,48,2,success,
2024,M037,Holt,48,3,success,
2024,M037,Holt-Winters,48,24,success,
2024,M037,SARIMA,48,36,success,
2024,M037,Driver Scenario Regression,48,36,success,
2024,M038,Naive,48,1,success,
2024,M038,Seasonal Naive,48,12,success,
2024,M038,SMA(3),48,3,success,
2024,M038,"WMA(1,2,3)",48,3,success,
2024,M038,SES,48,2,success,
2024,M038,Holt,48,3,success,
2024,M038,Holt-Winters,48,24,success,
2024,M038,SARIMA,48,36,success,
2024,M038,Driver Scenario Regression,48,36,success,
2024,M039,Naive,48,1,success,
2024,M039,Seasonal Naive,48,12,success,
2024,M039,SMA(3),48,3,success,
2024,M039,"WMA(1,2,3)",48,3,success,
2024,M039,SES,48,2,success,
2024,M039,Holt,48,3,success,
2024,M039,Holt-Winters,48,24,success,
2024,M039,SARIMA,48,36,success,
2024,M039,Driver Scenario Regression,48,36,success,
2024,M040,Naive,48,1,success,
2024,M040,Seasonal Naive,48,12,success,
2024,M040,SMA(3),48,3,success,
2024,M040,"WMA(1,2,3)",48,3,success,
2024,M040,SES,48,2,success,
2024,M040,Holt,48,3,success,
2024,M040,Holt-Winters,48,24,success,
2024,M040,SARIMA,48,36,success,
2024,M040,Driver Scenario Regression,48,36,success,
2024,M041,Naive,48,1,success,
2024,M041,Seasonal Naive,48,12,success,
2024,M041,SMA(3),48,3,success,
2024,M041,"WMA(1,2,3)",48,3,success,
2024,M041,SES,48,2,success,
2024,M041,Holt,48,3,success,
2024,M041,Holt-Winters,48,24,success,
2024,M041,SARIMA,48,36,success,
2024,M041,Driver Scenario Regression,48,36,success,
2024,M042,Naive,48,1,success,
2024,M042,Seasonal Naive,48,12,success,
2024,M042,SMA(3),48,3,success,
2024,M042,"WMA(1,2,3)",48,3,success,
2024,M042,SES,48,2,success,
2024,M042,Holt,48,3,success,
2024,M042,Holt-Winters,48,24,success,
2024,M042,SARIMA,48,36,success,
2024,M042,Driver Scenario Regression,48,36,success,
2024,M043,Naive,48,1,success,
2024,M043,Seasonal Naive,48,12,success,
2024,M043,SMA(3),48,3,success,
2024,M043,"WMA(1,2,3)",48,3,success,
2024,M043,SES,48,2,success,
2024,M043,Holt,48,3,success,
2024,M043,Holt-Winters,48,24,success,
2024,M043,SARIMA,48,36,success,
2024,M043,Driver Scenario Regression,48,36,success,
2024,M044,Naive,48,1,success,
2024,M044,Seasonal Naive,48,12,success,
2024,M044,SMA(3),48,3,success,
2024,M044,"WMA(1,2,3)",48,3,success,
2024,M044,SES,48,2,success,
2024,M044,Holt,48,3,success,
2024,M044,Holt-Winters,48,24,success,
2024,M044,SARIMA,48,36,success,
2024,M044,Driver Scenario Regression,48,36,success,
2024,M045,Naive,48,1,success,
2024,M045,Seasonal Naive,48,12,success,
2024,M045,SMA(3),48,3,success,
2024,M045,"WMA(1,2,3)",48,3,success,
2024,M045,SES,48,2,success,
2024,M045,Holt,48,3,success,
2024,M045,Holt-Winters,48,24,success,
2024,M045,SARIMA,48,36,success,
2024,M045,Driver Scenario Regression,48,36,success,
2024,M046,Naive,48,1,success,
2024,M046,Seasonal Naive,48,12,success,
2024,M046,SMA(3),48,3,success,
2024,M046,"WMA(1,2,3)",48,3,success,
2024,M046,SES,48,2,success,
2024,M046,Holt,48,3,success,
2024,M046,Holt-Winters,48,24,success,
2024,M046,SARIMA,48,36,success,
2024,M046,Driver Scenario Regression,48,36,success,
2024,M047,Naive,48,1,success,
2024,M047,Seasonal Naive,48,12,success,
2024,M047,SMA(3),48,3,success,
2024,M047,"WMA(1,2,3)",48,3,success,
2024,M047,SES,48,2,success,
2024,M047,Holt,48,3,success,
2024,M047,Holt-Winters,48,24,success,
2024,M047,SARIMA,48,36,success,
2024,M047,Driver Scenario Regression,48,36,success,
2024,M048,Naive,48,1,success,
2024,M048,Seasonal Naive,48,12,success,
2024,M048,SMA(3),48,3,success,
2024,M048,"WMA(1,2,3)",48,3,success,
2024,M048,SES,48,2,success,
2024,M048,Holt,48,3,success,
2024,M048,Holt-Winters,48,24,success,
2024,M048,SARIMA,48,36,success,
2024,M048,Driver Scenario Regression,48,36,success,
2024,M049,Naive,48,1,success,
2024,M049,Seasonal Naive,48,12,success,
2024,M049,SMA(3),48,3,success,
2024,M049,"WMA(1,2,3)",48,3,success,
2024,M049,SES,48,2,success,
2024,M049,Holt,48,3,success,
2024,M049,Holt-Winters,48,24,success,
2024,M049,SARIMA,48,36,success,
2024,M049,Driver Scenario Regression,48,36,success,
2024,M050,Naive,48,1,success,
2024,M050,Seasonal Naive,48,12,success,
2024,M050,SMA(3),48,3,success,
2024,M050,"WMA(1,2,3)",48,3,success,
2024,M050,SES,48,2,success,
2024,M050,Holt,48,3,success,
2024,M050,Holt-Winters,48,24,success,
2024,M050,SARIMA,48,36,success,
2024,M050,Driver Scenario Regression,48,36,success,
